,Unidad_Planeamiento_Zocial,Localidad,Barrio
0,Paseo de los Libertadores,Usaquén,Canaima
1,Paseo de los Libertadores,Usaquén, La Floresta de La Sabana
2,Paseo de los Libertadores,Usaquén,Torca.
3,Verbenal,Usaquén,Altos de Serrezuela
4,Verbenal,Usaquén, Balcones de Vista Hermosa
5,Verbenal,Usaquén, Balmoral Norte
6,Verbenal,Usaquén, Buenavista
7,Verbenal,Usaquén, Chaparral
8,Verbenal,Usaquén, El Codito
9,Verbenal,Usaquén, El Refugio de San Antonio
10,Verbenal,Usaquén, El Verbenal
11,Verbenal,Usaquén, Horizontes
12,Verbenal,Usaquén, La Estrellita
13,Verbenal,Usaquén, La Frontera
14,Verbenal,Usaquén, La Llanurita
15,Verbenal,Usaquén, Los Consuelos
16,Verbenal,Usaquén, Marantá
17,Verbenal,Usaquén, Maturín
18,Verbenal,Usaquén, Medellín
19,Verbenal,Usaquén, Mirador del Norte
20,Verbenal,Usaquén, Nuevo Horizonte
21,Verbenal,Usaquén, San Antonio Norte
22,Verbenal,Usaquén, Santandersito
23,Verbenal,Usaquén, Tibabita
24,Verbenal,Usaquén, Viña del Mar.
25,La Uribe,Usaquén,Bosque de San Antonio
26,La Uribe,Usaquén, Conjunto Camino del Palmar
27,La Uribe,Usaquén, El Pite
28,La Uribe,Usaquén, El Redil
29,La Uribe,Usaquén, La Cita
30,La Uribe,Usaquén, La Granja Norte
31,La Uribe,Usaquén, La Uribe
32,La Uribe,Usaquén, Los Naranjos
33,La Uribe,Usaquén, San Juan Bosco
34,La Uribe,Usaquén, Urbanización Los Laureles.
35,San Cristóbal Norte,Usaquén,Ainsuca
36,San Cristóbal Norte,Usaquén, Altablanca
37,San Cristóbal Norte,Usaquén, Barrancas
38,San Cristóbal Norte,Usaquén, California
39,San Cristóbal Norte,Usaquén, Cerro Norte
40,San Cristóbal Norte,Usaquén, Danubio
41,San Cristóbal Norte,Usaquén, Don Bosco
42,San Cristóbal Norte,Usaquén, La Perla Oriental
43,San Cristóbal Norte,Usaquén, Las Areneras
44,San Cristóbal Norte,Usaquén, Milán (Barrancas)
45,San Cristóbal Norte,Usaquén, Pradera Norte
46,San Cristóbal Norte,Usaquén, San Cristóbal Norte
47,San Cristóbal Norte,Usaquén, San Cristóbal Norte parte alta
48,San Cristóbal Norte,Usaquén, San Cristóbal Norte parte baja
49,San Cristóbal Norte,Usaquén, Santa Teresa
50,San Cristóbal Norte,Usaquén, Soratama
51,San Cristóbal Norte,Usaquén, Torcoroma
52,San Cristóbal Norte,Usaquén, Villa Nydia
53,San Cristóbal Norte,Usaquén, Villa Oliva.
54,Toberín,Usaquén,El Toberín
55,Toberín,Usaquén, Babilonia
56,Toberín,Usaquén, Darandelos
57,Toberín,Usaquén, Estrella del Norte
58,Toberín,Usaquén, Guanoa
59,Toberín,Usaquén, Jardín Norte
60,Toberín,Usaquén, La Liberia
61,Toberín,Usaquén, La Pradera Norte
62,Toberín,Usaquén, Las Orquídeas
63,Toberín,Usaquén, Pantanito
64,Toberín,Usaquén, Santa Mónica
65,Toberín,Usaquén, Villa Magdala
66,Toberín,Usaquén, Villas de Aranjuez
67,Toberín,Usaquén, Villas del Mediterráneo
68,Toberín,Usaquén, Zaragoza.
69,Los Cedros,Usaquén,Acacias
70,Los Cedros,Usaquén, Antigua
71,Los Cedros,Usaquén, Belmira
72,Los Cedros,Usaquén, Bosque de Pinos
73,Los Cedros,Usaquén, Caobos Salazar
74,Los Cedros,Usaquén, Capri
75,Los Cedros,Usaquén, Cedritos
76,Los Cedros,Usaquén, Cedro Bolívar
77,Los Cedros,Usaquén, Cedro Golf
78,Los Cedros,Usaquén, Cedro Madeira
79,Los Cedros,Usaquén, Cedro Narváez
80,Los Cedros,Usaquén, Cedro Salazar
81,Los Cedros,Usaquén, El Contador
82,Los Cedros,Usaquén, El Rincón de Las Margaritas
83,Los Cedros,Usaquén, La Sonora
84,Los Cedros,Usaquén, Las Margaritas
85,Los Cedros,Usaquén, Lisboa
86,Los Cedros,Usaquén, Los Cedros
87,Los Cedros,Usaquén, Los Cedros Oriental
88,Los Cedros,Usaquén, Montearroyo
89,Los Cedros,Usaquén, Nueva Autopista
90,Los Cedros,Usaquén, Nuevo Country
91,Los Cedros,Usaquén, Sierras del Moral el Nogal.
92,Usaquén,Usaquén,Bella Suiza
93,Usaquén,Usaquén, Bellavista
94,Usaquén,Usaquén, Bosque Medina
95,Usaquén,Usaquén, El Pañuelito
96,Usaquén,Usaquén, El Pedregal
97,Usaquén,Usaquén, Escuela de Caballería I
98,Usaquén,Usaquén, Escuela de Infantería
99,Usaquén,Usaquén, Francisco Miranda
100,Usaquén,Usaquén, Ginebra
101,Usaquén,Usaquén, La Esperanza
102,Usaquén,Usaquén, La Glorieta
103,Usaquén,Usaquén, Las Delicias del Carmen
104,Usaquén,Usaquén, Sagrado Corazón
105,Usaquén,Usaquén, San Gabriel
106,Usaquén,Usaquén, Santa Ana
107,Usaquén,Usaquén, Santa Ana Occidental
108,Usaquén,Usaquén, Santa Bárbara
109,Usaquén,Usaquén, Santa Bárbara Alta
110,Usaquén,Usaquén, Santa Bárbara Oriental
111,Usaquén,Usaquén, Unicerros
112,Usaquén,Usaquén, Usaquén.
113,Country Club,Usaquén,Country Club
114,Country Club,Usaquén, La Calleja
115,Country Club,Usaquén, La Carolina
116,Country Club,Usaquén, La Cristalina
117,Country Club,Usaquén, Prados del Country
118,Country Club,Usaquén, Recodo del Country
119,Country Club,Usaquén, Santa Coloma
120,Country Club,Usaquén, Soatama
121,Country Club,Usaquén, Toledo
122,Country Club,Usaquén, Torres del Country
123,Country Club,Usaquén, Vergel del Country.
124,Santa Bárbara,Usaquén,Santa Bárbara Occidental
125,Santa Bárbara,Usaquén, Campo Alegre
126,Santa Bárbara,Usaquén, Molinos del Norte
127,Santa Bárbara,Usaquén, Multicentro
128,Santa Bárbara,Usaquén, Navarra
129,Santa Bárbara,Usaquén, Rincón del Chicó
130,Santa Bárbara,Usaquén, San Patricio
131,Santa Bárbara,Usaquén, Santa Bárbara
132,Santa Bárbara,Usaquén, Santa Bárbara Central
133,Santa Bárbara,Usaquén, Santa Bibiana
134,Santa Bárbara,Usaquén, Santa Paula.
135,El Refugio,Chapinero,Chicó Reservado
136,El Refugio,Chapinero, Bellavista
137,El Refugio,Chapinero, Chicó Alto
138,El Refugio,Chapinero, El Nogal
139,El Refugio,Chapinero, El Refugio
140,El Refugio,Chapinero, La Cabrera
141,El Refugio,Chapinero, Seminario
142,El Refugio,Chapinero, Toscana.
143,San Isidro-Patios,Chapinero,La Esperanza Nororiental
144,San Isidro-Patios,Chapinero, La Sureña
145,San Isidro-Patios,Chapinero, San Isidro
146,San Isidro-Patios,Chapinero, San Luis Altos del Cabo.
147,Pardo Rubio,Chapinero,Bosque Calderón
148,Pardo Rubio,Chapinero, Bosque Calderón Tejada
149,Pardo Rubio,Chapinero, Chapinero Alto
150,Pardo Rubio,Chapinero, El Castillo
151,Pardo Rubio,Chapinero, El Paraíso
152,Pardo Rubio,Chapinero, Emaus
153,Pardo Rubio,Chapinero, Granada
154,Pardo Rubio,Chapinero, Ingemar
155,Pardo Rubio,Chapinero, La Salle
156,Pardo Rubio,Chapinero, Las Acacias
157,Pardo Rubio,Chapinero, Los Olivos
158,Pardo Rubio,Chapinero, María Cristina
159,Pardo Rubio,Chapinero, Nueva Granada
160,Pardo Rubio,Chapinero, Palomar
161,Pardo Rubio,Chapinero, Pardo Rubio
162,Pardo Rubio,Chapinero, San Martín de Porres
163,Pardo Rubio,Chapinero, Villa Anita
164,Pardo Rubio,Chapinero, Villa del Cerro.
165,Chicó Lago,Chapinero,Antiguo Country
166,Chicó Lago,Chapinero, Chicó Norte
167,Chicó Lago,Chapinero, Chicó Norte II
168,Chicó Lago,Chapinero, Chicó Norte III
169,Chicó Lago,Chapinero, Chicó Occidental
170,Chicó Lago,Chapinero, El Retiro
171,Chicó Lago,Chapinero, Espartillal
172,Chicó Lago,Chapinero, La Cabrera
173,Chicó Lago,Chapinero, Lago Gaitán
174,Chicó Lago,Chapinero,La Porciúncula (Bogotá)
175,Chicó Lago,Chapinero, Quinta Camacho.
176,Chapinero,Chapinero,Cataluña
177,Chapinero,Chapinero, Chapinero Central
178,Chapinero,Chapinero, Chapinero Norte
179,Chapinero,Chapinero,Marly (Bogotá)
180,Chapinero,Chapinero, Sucre
181,Sagrado Corazón,Santa Fe, Parque Central Bavaria
182,Sagrado Corazón,Santa Fe, Sagrado Corazón
183,Sagrado Corazón,Santa Fe, Samper
184,Sagrado Corazón,Santa Fe, San Martín.
185,La Macarena,Santa Fe,La Paz Centro
186,La Macarena,Santa Fe,La Perseverancia
187,Las Nieves,Santa Fe,La Alameda
188,Las Nieves,Santa Fe, La Capuchina
189,Las Nieves,Santa Fe,San Victorino
190,Las Nieves,Santa Fe,Santa Inés (Bogotá)
191,Las Cruces,Santa Fe,Las Cruces (Bogotá)
192,Las Cruces,Santa Fe, San Bernardo.
193,Lourdes,Santa Fe,Atanasio Girardot
194,Lourdes,Santa Fe, Cartagena
195,Lourdes,Santa Fe, El Balcón
196,Lourdes,Santa Fe, El Dorado
197,Lourdes,Santa Fe, El Guavio
198,Lourdes,Santa Fe, El Mirador
199,Lourdes,Santa Fe, El Rocío
200,Lourdes,Santa Fe, El Triunfo
201,Lourdes,Santa Fe, Fabrica de Loza
202,Lourdes,Santa Fe, Gran Colombia
203,Lourdes,Santa Fe, La Peña
204,Lourdes,Santa Fe, Lourdes
205,Lourdes,Santa Fe, Ramírez
206,Lourdes,Santa Fe, San Dionisio
207,Lourdes,Santa Fe, Santa Rosa de Lima
208,Lourdes,Santa Fe, Vitelma.
209,San Blas,San Cristóbal,Aguas Claras
210,San Blas,San Cristóbal, Altos del Zipa
211,San Blas,San Cristóbal, Amapolas
212,San Blas,San Cristóbal, Amapolas II
213,San Blas,San Cristóbal, Balcón de La Castaña
214,San Blas,San Cristóbal, Bella Vista Sector Lucero
215,San Blas,San Cristóbal, Bellavista Parte Baja
216,San Blas,San Cristóbal, Bellavista Sur
217,San Blas,San Cristóbal, Bosque de Los Alpes
218,San Blas,San Cristóbal, Buenavista Suroriental
219,San Blas,San Cristóbal, Camino Viejo San Cristóbal
220,San Blas,San Cristóbal, Cerros de San Vicente
221,San Blas,San Cristóbal, Ciudad de Londres
222,San Blas,San Cristóbal, Corinto
223,San Blas,San Cristóbal, El Balcón de La Castaña
224,San Blas,San Cristóbal, El Futuro
225,San Blas,San Cristóbal, El Ramajal
226,San Blas,San Cristóbal, El Ramajal (San Pedro)
227,San Blas,San Cristóbal, Gran Colombia (Molinos de Oriente)
228,San Blas,San Cristóbal, Horacio Orjuela
229,San Blas,San Cristóbal, La Castaña
230,San Blas,San Cristóbal, La Cecilia
231,San Blas,San Cristóbal, La Gran Colombia
232,San Blas,San Cristóbal, La Herradura
233,San Blas,San Cristóbal, La Joyita Centro (Bello Horizonte)
234,San Blas,San Cristóbal, La Playa
235,San Blas,San Cristóbal, La Roca
236,San Blas,San Cristóbal, La Sagrada Familia
237,San Blas,San Cristóbal, Las Acacias
238,San Blas,San Cristóbal, Las Columnas
239,San Blas,San Cristóbal, Las Mercedes
240,San Blas,San Cristóbal, Laureles Sur Oriental II Sector
241,San Blas,San Cristóbal, Los Alpes
242,San Blas,San Cristóbal, Los Alpes Futuro
243,San Blas,San Cristóbal, Los Arrayanes Sector Santa Inés
244,San Blas,San Cristóbal, La Roca
245,San Blas,San Cristóbal, Los Laureles Sur Oriental I Sector
246,San Blas,San Cristóbal, Macarena Los Alpes
247,San Blas,San Cristóbal, Manantial
248,San Blas,San Cristóbal, Manila
249,San Blas,San Cristóbal, Miraflores
250,San Blas,San Cristóbal, Molinos de Oriente
251,San Blas,San Cristóbal, Montecarlo
252,San Blas,San Cristóbal, Nueva España
253,San Blas,San Cristóbal, Nueva España Parte Alta
254,San Blas,San Cristóbal, Ramajal
255,San Blas,San Cristóbal, Rincón de La Victoria-Bellavista
256,San Blas,San Cristóbal, Sagrada Familia
257,San Blas,San Cristóbal, San Blas
258,San Blas,San Cristóbal, San Blas (parcelas)
259,San Blas,San Cristóbal, San Blas II Sector
260,San Blas,San Cristóbal, San Cristóbal Alto
261,San Blas,San Cristóbal, San Cristóbal Viejo
262,San Blas,San Cristóbal, San Pedro Sur Oriental
263,San Blas,San Cristóbal, San Vicente
264,San Blas,San Cristóbal, San Vicente Alto
265,San Blas,San Cristóbal, San Vicente Bajo
266,San Blas,San Cristóbal, San Vicente Sur Oriental
267,San Blas,San Cristóbal, Santa Inés
268,San Blas,San Cristóbal, Santa Inés Sur
269,San Blas,San Cristóbal, Terrazas de Oriente
270,San Blas,San Cristóbal, Triángulo
271,San Blas,San Cristóbal, Triángulo Alto
272,San Blas,San Cristóbal, Triángulo Bajo
273,San Blas,San Cristóbal, Vereda Altos de San Blas
274,San Blas,San Cristóbal, Vitelma.
275,Sociego,San Cristóbal,Golconda
276,Sociego,San Cristóbal, Primero de Mayo
277,Sociego,San Cristóbal, Buenos Aires
278,Sociego,San Cristóbal, Calvo Sur
279,Sociego,San Cristóbal, La María
280,Sociego,San Cristóbal, Las Brisas
281,Sociego,San Cristóbal, Los Dos Leones
282,Sociego,San Cristóbal, Modelo Sur
283,Sociego,San Cristóbal, Nariño Sur
284,Sociego,San Cristóbal, Quinta Ramos
285,Sociego,San Cristóbal, República de Venezuela
286,Sociego,San Cristóbal, San Cristóbal Sur
287,Sociego,San Cristóbal, San Javier
288,Sociego,San Cristóbal, Santa Ana
289,Sociego,San Cristóbal, Santa Ana Sur
290,Sociego,San Cristóbal, Sosiego
291,Sociego,San Cristóbal, Velódromo
292,Sociego,San Cristóbal, Villa Albania
293,20 de Julio,San Cristóbal,Atenas
294,20 de Julio,San Cristóbal, 20 de Julio
295,20 de Julio,San Cristóbal, Atenas I
296,20 de Julio,San Cristóbal, Ayacucho
297,20 de Julio,San Cristóbal, Barcelona
298,20 de Julio,San Cristóbal, Barcelona Sur
299,20 de Julio,San Cristóbal, Barcelona Sur Oriental
300,20 de Julio,San Cristóbal, Bello Horizonte
301,20 de Julio,San Cristóbal, Bello Horizonte III Sector
302,20 de Julio,San Cristóbal, Córdoba
303,20 de Julio,San Cristóbal, El Ángulo
304,20 de Julio,San Cristóbal, El Encanto
305,20 de Julio,San Cristóbal, Granada Sur
306,20 de Julio,San Cristóbal, Granada Sur III Sector
307,20 de Julio,San Cristóbal, La Joyita
308,20 de Julio,San Cristóbal, La Serafina
309,20 de Julio,San Cristóbal, Managua
310,20 de Julio,San Cristóbal, Montebello
311,20 de Julio,San Cristóbal, San Isidro
312,20 de Julio,San Cristóbal, San Isidro I y II
313,20 de Julio,San Cristóbal, San Isidro Sur
314,20 de Julio,San Cristóbal, San Luis
315,20 de Julio,San Cristóbal, Sur América
316,20 de Julio,San Cristóbal, Villa de Los Alpes
317,20 de Julio,San Cristóbal, Villa de Los Alpes I
318,20 de Julio,San Cristóbal, Villa Nataly
319,20 de Julio,San Cristóbal, 20 de Julio.
320,La Gloria,San Cristóbal,Altamira
321,La Gloria,San Cristóbal, Altamira Chiquita
322,La Gloria,San Cristóbal, Altos del Poblado
323,La Gloria,San Cristóbal, Altos del Virrey
324,La Gloria,San Cristóbal, Altos del Zuque
325,La Gloria,San Cristóbal, Bellavista Parte Alta
326,La Gloria,San Cristóbal, El Pilar
327,La Gloria,San Cristóbal, Bellavista Sur Oriental
328,La Gloria,San Cristóbal, Buenos Aires
329,La Gloria,San Cristóbal, Ciudadela Santa Rosa
330,La Gloria,San Cristóbal, El Quindío
331,La Gloria,San Cristóbal, El Recodo-República de Canadá
332,La Gloria,San Cristóbal, El Rodeo
333,La Gloria,San Cristóbal, La Colmena
334,La Gloria,San Cristóbal, La Gloria
335,La Gloria,San Cristóbal, La Gloria Baja
336,La Gloria,San Cristóbal, La Gloria MZ 11
337,La Gloria,San Cristóbal, La Gloria Occidental
338,La Gloria,San Cristóbal, La Gloria Oriental
339,La Gloria,San Cristóbal, La Gloria San Miguel
340,La Gloria,San Cristóbal, La Grovana
341,La Gloria,San Cristóbal, La Victoria
342,La Gloria,San Cristóbal, La Victoria II Sector
343,La Gloria,San Cristóbal, La Victoria III Sector
344,La Gloria,San Cristóbal, La Ye
345,La Gloria,San Cristóbal, Las Gaviotas
346,La Gloria,San Cristóbal, Las Guacamayas
347,La Gloria,San Cristóbal, Las Guacamayas I
348,La Gloria,San Cristóbal, II y III
349,La Gloria,San Cristóbal, Malvinas
350,La Gloria,San Cristóbal, Miraflores
351,La Gloria,San Cristóbal, Moralba
352,La Gloria,San Cristóbal, Panorama
353,La Gloria,San Cristóbal, Paseito III
354,La Gloria,San Cristóbal, Puente Colorado
355,La Gloria,San Cristóbal, Quindío
356,La Gloria,San Cristóbal, Quindío I y II
357,La Gloria,San Cristóbal, San José
358,La Gloria,San Cristóbal, San José Oriental
359,La Gloria,San Cristóbal, San José Sur Oriental
360,La Gloria,San Cristóbal, San Martín de Loba I y II
361,La Gloria,San Cristóbal, San Martín Sur
362,La Gloria,San Cristóbal, San Miguel.
363,Los Libertadores,San Cristóbal,Antioquia
364,Los Libertadores,San Cristóbal, Canadá La Guirá
365,Los Libertadores,San Cristóbal, Canadá La Guirá II Sector
366,Los Libertadores,San Cristóbal, Canadá-San Luis
367,Los Libertadores,San Cristóbal, Chiguaza
368,Los Libertadores,San Cristóbal, Ciudad de Londres
369,Los Libertadores,San Cristóbal, El Paraíso
370,Los Libertadores,San Cristóbal, El Pinar (República del Canadá II)
371,Los Libertadores,San Cristóbal, El Triunfo
372,Los Libertadores,San Cristóbal, Juan Rey (La Paz)
373,Los Libertadores,San Cristóbal, La Belleza
374,Los Libertadores,San Cristóbal, La Nueva Gloria
375,Los Libertadores,San Cristóbal, La Nueva Gloria II Sector
376,Los Libertadores,San Cristóbal, La Península
377,Los Libertadores,San Cristóbal, La Sierra
378,Los Libertadores,San Cristóbal, Los Libertadores
379,Los Libertadores,San Cristóbal, Los Libertadores Sector El Tesoro
380,Los Libertadores,San Cristóbal, Los Libertadores Sector La Colina
381,Los Libertadores,San Cristóbal, Los Libertadores Sector San Ignacio
382,Los Libertadores,San Cristóbal, Los Libertadores Sector San Isidro
383,Los Libertadores,San Cristóbal, Los Libertadores Sector San José
384,Los Libertadores,San Cristóbal, Los Libertadores Sector San Luis
385,Los Libertadores,San Cristóbal, Los Libertadores Sector San Miguel
386,Los Libertadores,San Cristóbal, Los Libertadores Bosque Diamante Triángulo
387,Los Libertadores,San Cristóbal, Los Pinares
388,Los Libertadores,San Cristóbal, Los Pinos
389,Los Libertadores,San Cristóbal, Los Puentes
390,Los Libertadores,San Cristóbal, Nueva Delhi
391,Los Libertadores,San Cristóbal, Nueva Gloria
392,Los Libertadores,San Cristóbal, Nueva Roma
393,Los Libertadores,San Cristóbal, Nuevas Malvinas (El Triunfo)
394,Los Libertadores,San Cristóbal, República del Canadá
395,Los Libertadores,San Cristóbal, República del Canadá-El Pinar
396,Los Libertadores,San Cristóbal, San Jacinto
397,Los Libertadores,San Cristóbal, San Manuel
398,Los Libertadores,San Cristóbal, San Rafael Sur Oriental
399,Los Libertadores,San Cristóbal, San Rafael Usme
400,Los Libertadores,San Cristóbal, Santa Rita I
401,Los Libertadores,San Cristóbal, II y III
402,Los Libertadores,San Cristóbal, Santa Rita Sur Oriental
403,Los Libertadores,San Cristóbal, Valparaíso
404,Los Libertadores,San Cristóbal, Villa Angélica-Canadá-La Guirá
405,Los Libertadores,San Cristóbal, Villa Aurora
406,Los Libertadores,San Cristóbal, Villabell
407,Los Libertadores,San Cristóbal, Yomasa
408,Los Libertadores,San Cristóbal, Villa Angélica
409,Los Libertadores,San Cristóbal, El Paraíso Sur Oriental I Sector
410,Los Libertadores,San Cristóbal, Juan Rey I y II
411,Los Libertadores,San Cristóbal, Villa Begonia.
412,La Flora,Usme,Buenos Aires
413,La Flora,Usme, Costa Rica
414,La Flora,Usme, Doña Liliana
415,La Flora,Usme, El Bosque km. 11
416,La Flora,Usme, Juan José Rondón
417,La Flora,Usme, Juan José Rondón II Sector
418,La Flora,Usme, La Cabaña
419,La Flora,Usme, La Esperanza
420,La Flora,Usme, La Flora-Parcelación San Pedro
421,La Flora,Usme, Las Violetas
422,La Flora,Usme, Los Arrayanes
423,La Flora,Usme, Los Soches
424,La Flora,Usme, Tihuaque
425,La Flora,Usme, Unión
426,La Flora,Usme, Villa Diana
427,La Flora,Usme, Villa Rosita.
428,Danubio,Usme,Alaska
429,Danubio,Usme, Arrayanes
430,Danubio,Usme, Danubio Azul
431,Danubio,Usme, Daza Sector II
432,Danubio,Usme, Duitama
433,Danubio,Usme, El Porvenir
434,Danubio,Usme, El Porvenir II Sector
435,Danubio,Usme, Fiscala II La Fortuna
436,Danubio,Usme, Fiscala Sector Centro
437,Danubio,Usme, La Fiscala-Los Tres Laureles
438,Danubio,Usme, La Fiscala-Lote 16
439,Danubio,Usme, La Fiscala-Lote 16A
440,Danubio,Usme, La Fiscala Sector Daza
441,Danubio,Usme, La Fiscala Sector Norte
442,Danubio,Usme, La Fiscala Sector Rodríguez
443,Danubio,Usme, La Morena I
444,Danubio,Usme, La Morena II
445,Danubio,Usme, La Morena II (Sector Villa Sandra)
446,Danubio,Usme, Nueva Esperanza
447,Danubio,Usme, San Martín
448,Danubio,Usme, Villa Neiza
449,Danubio,Usme, Picota Sur
450,Danubio,Usme, Porvenir.
